filename,status,before_duration_s,after_duration_s,duration_change_s,before_lufs,after_lufs,lufs_change,before_peak_db,after_peak_db,peak_change_db,gain_applied_db,was_cropped,was_removed,error
Al Toomer - Finish the Job.mp3,processed,29.99,29.00,-0.99,-21.9,-22.0,-0.1,-0.87,-1.13,-0.26,-0.1,yes,no,
Alain Morisod - Besame Mucho.mp3,processed,29.99,29.00,-0.99,-16.4,-15.8,0.6,-2.29,-1.41,0.89,0.6,yes,no,
Alain Morisod - L'Amour en Heritage.mp3,processed,29.99,29.00,-0.99,-25.4,-15.9,9.5,-10.58,-0.96,9.61,9.5,yes,no,
Alain Souchon - J'veux du cuir.mp3,processed,29.99,29.00,-0.99,-19.2,-18.6,0.6,-1.56,-1.21,0.35,0.6,yes,no,
Alain Souchon - Le bagad de Lann Bihouë (Live).mp3,processed,29.99,29.00,-0.99,-15.6,-15.8,-0.2,-1.35,-0.92,0.43,-0.2,yes,no,
Alain Turban - L'Homme au trapèze volant.mp3,processed,29.99,29.00,-0.99,-16.0,-16.4,-0.3,-0.68,-0.12,0.57,-0.3,yes,no,
Alain Turban - L'ardéchoise aux cheveux blancs.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,-0.19,-2.12,-1.93,-2.3,yes,no,
Alain-François - Playa del sous-sol.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,-0.01,-1.89,-1.88,-2.2,yes,no,
Alain-François - The Frog Song.mp3,processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,0.20,-2.57,-2.77,-3.2,yes,no,
Alan Silvestri - Full House.mp3,processed,29.99,29.00,-0.99,-20.6,-17.2,3.5,-4.46,-1.07,3.39,3.5,yes,no,
Alan Silvestri - The Joe's Mobilize.mp3,processed,29.99,29.00,-0.99,-18.4,-17.9,0.5,-1.42,-0.73,0.70,0.5,yes,no,
Alan Silvestri - We're Out Of Gas.mp3,processed,29.99,29.00,-0.99,-16.7,-17.0,-0.4,-0.66,-0.86,-0.20,-0.4,yes,no,
Alan Silvestri - _Not Meant To Be Found_.mp3,processed,29.99,29.00,-0.99,-20.5,-20.6,-0.0,-0.97,-0.77,0.20,-0.0,yes,no,
Alas - Silencio De Aguas Profundas.mp3,processed,29.99,29.00,-0.99,-25.1,-18.1,7.0,-7.99,-1.02,6.96,7.0,yes,no,
"Alban Berg - Berg_ Wozzeck_ Transitional Passages and Introduction for Chamber Orchestra - Guten Tag, Franz (Act Two).mp3",processed,29.99,29.00,-0.99,-37.3,-18.8,18.4,-19.52,-1.05,18.47,18.4,yes,no,
Alban Berg - Berg_ Wozzeck_ We da_ Bist du's Franz_ Komm herein! (Act One).mp3,processed,29.99,29.00,-0.99,-33.9,-17.5,16.4,-17.39,-0.95,16.44,16.4,yes,no,
Albert Ayler - Ghosts_ Second Variation.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,-0.63,-2.23,-1.60,-1.8,yes,no,
Albert Ayler - Music Is the Healing Force of the Universe.mp3,processed,29.99,29.00,-0.99,-16.8,-17.9,-1.1,0.16,-0.96,-1.11,-1.1,yes,no,
Albert Collins - Same Old Thing.mp3,processed,29.99,29.00,-0.99,-25.0,-22.5,2.5,-3.52,-0.97,2.56,2.5,yes,no,
Albert King - I'm Gonna Move To The Outskirts Of Town (Live).mp3,processed,29.99,29.00,-0.99,-27.8,-21.2,6.6,-7.93,-0.80,7.13,6.6,yes,no,
Albert King - Please Come Back To Me - Live.mp3,processed,29.99,29.00,-0.99,-23.9,-20.9,3.0,-4.01,-1.03,2.98,3.0,yes,no,
Albert King - Watermelon Man (Live At The Fillmore Auditorium _ 1968 _ Remastered 2024).mp3,processed,29.99,29.00,-0.99,-18.1,-16.8,1.3,-2.36,-0.75,1.60,1.3,yes,no,
Albert Préjean - Dede De Montmartre.mp3,processed,29.99,29.00,-0.99,-19.5,-15.8,3.7,-6.19,-2.40,3.79,3.7,yes,no,
Albert Préjean - Une java.mp3,processed,29.99,29.00,-0.99,-20.1,-18.0,2.1,-3.12,-1.00,2.12,2.1,yes,no,
Alberto Cortez - Distancia (En Vivo).mp3,processed,29.99,29.00,-0.99,-19.1,-20.5,-1.4,-0.14,-0.69,-0.55,-1.4,yes,no,
Alberto Cortez - Guitarra dímelo tú.mp3,processed,29.99,29.00,-0.99,-15.5,-15.8,-0.3,-1.29,-1.34,-0.05,-0.3,yes,no,
Albin Myers - I Amsterdam (Album).mp3,processed,29.99,29.00,-0.99,-15.8,-16.5,-0.7,-0.19,-0.86,-0.67,-0.7,yes,no,
Albin Myers - Times Like These (EDX's Indian Summer Remix).mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,0.63,-3.05,-3.68,-3.8,yes,no,
Alceu Valença - Cintura Fina.mp3,processed,29.99,29.00,-0.99,-14.7,-15.8,-1.1,-0.00,-1.18,-1.18,-1.1,yes,no,
Alceu Valença - Na Primeira Manhã.mp3,processed,29.99,29.00,-0.99,-18.3,-18.2,0.1,-1.07,-0.52,0.54,0.1,yes,no,
Alceu Valença - Sete Desejos.mp3,processed,29.99,29.00,-0.99,-19.0,-19.0,-0.1,-0.93,-0.82,0.11,-0.1,yes,no,
Ale Möller - Sandpolskan.mp3,processed,29.99,29.00,-0.99,-17.6,-17.9,-0.3,-0.81,-1.11,-0.30,-0.3,yes,no,
Alejandro Lerner - Campeones De La Vida.mp3,processed,29.99,29.00,-0.99,-19.0,-18.3,0.7,-1.80,-0.68,1.11,0.7,yes,no,
Alejandro Lerner - Canta Una Canción De Amor (Remastered Version).mp3,processed,29.99,29.00,-0.99,-25.0,-17.9,7.2,-8.18,-1.09,7.09,7.2,yes,no,
Alejandro Lerner - Nena Neurótica (Remastered Live Version).mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,-0.04,-1.72,-1.67,-2.0,yes,no,
Alejandro Lerner - No Hace Falta Que Lo Digas (Remastered Version).mp3,processed,29.99,29.00,-0.99,-26.4,-17.4,9.0,-10.06,-1.39,8.67,9.0,yes,no,
Alejandro Lerner - No Me Acuerdo.mp3,processed,29.99,29.00,-0.99,-19.4,-19.0,0.4,-1.43,-1.15,0.28,0.4,yes,no,
Alejandro Lerner - Todo a Pulmón (En Vivo).mp3,processed,29.99,29.00,-0.99,-23.3,-17.6,5.7,-6.60,-1.23,5.37,5.7,yes,no,
Aleks Syntek - In My Arms (Live Auditorio Nacional 08).mp3,processed,29.99,29.00,-0.99,-12.4,-15.7,-3.3,0.95,-2.22,-3.17,-3.3,yes,no,
"Aleks Syntek - Sexo, Pudor Y Lágrimas (Drum & Bass Mix).mp3",processed,29.99,29.00,-0.99,-15.6,-15.8,-0.1,-3.26,-2.33,0.93,-0.1,yes,no,
Alela Diane - Of Love.mp3,processed,29.99,29.00,-0.99,-19.8,-19.6,0.3,-1.27,-0.96,0.30,0.3,yes,no,
Alex - Cumpagno 'e cella.mp3,processed,29.99,29.00,-0.99,-19.5,-18.6,0.9,-1.86,-1.26,0.59,0.9,yes,no,
Alex Fong - Hao Lai Hao Qu.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,0.28,-2.32,-2.60,-3.4,yes,no,
Alex Gopher - Aurora (Rory's Cassette Jam Remix).mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,-0.02,-1.72,-1.70,-2.6,yes,no,
Alex Gopher - Keep on dancin' (Last man standin').mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.9,1.41,-1.30,-2.71,-2.9,yes,no,
Alex Gopher - Song For Paul.mp3,processed,29.99,29.00,-0.99,-17.8,-15.8,2.0,-3.53,-1.67,1.86,2.0,yes,no,
Alex Theory - Lotus Kiss.mp3,processed,29.99,29.00,-0.99,-26.1,-17.1,8.9,-9.90,-0.91,8.99,8.9,yes,no,
Alex Ubago - 20 horas de nada.mp3,processed,29.99,29.00,-0.99,-12.2,-15.8,-3.6,-0.17,-2.91,-2.74,-3.6,yes,no,
Alex Ubago - Ciudad desierta.mp3,processed,29.99,29.00,-0.99,-11.8,-15.8,-4.0,0.81,-3.11,-3.92,-4.0,yes,no,
Alex Ubago - Temblando.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,-0.26,-2.55,-2.29,-2.3,yes,no,
Alexander O'Neal - Unbreak My Heart.mp3,processed,29.99,29.00,-0.99,-16.8,-19.0,-2.2,1.27,-0.93,-2.20,-2.2,yes,no,
Alexander O'Neal - When A Man Loves A Woman.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.53,-1.00,-1.53,-1.8,yes,no,
Alexander Zonjic - Little Sunflower.mp3,processed,29.99,29.00,-0.99,-11.4,-15.8,-4.4,-0.06,-4.37,-4.31,-4.4,yes,no,
Alexandre Desplat - Breaking In.mp3,processed,29.99,29.00,-0.99,-27.6,-22.5,5.1,-6.02,-0.95,5.08,5.1,yes,no,
Alexandre Desplat - Hidden Documents.mp3,processed,29.99,29.00,-0.99,-35.0,-20.5,14.5,-15.64,-0.99,14.65,14.5,yes,no,
Alexandre Desplat - High-Speed French Train.mp3,processed,29.99,29.00,-0.99,-23.2,-19.4,3.7,-4.62,-1.06,3.57,3.7,yes,no,
Alexandre Desplat - Le Chagrin De Coco.mp3,processed,29.99,29.00,-0.99,-26.4,-16.1,10.3,-11.18,-0.97,10.21,10.3,yes,no,
Alexandre Desplat - Meeting Daisy (Album Version).mp3,processed,29.99,29.00,-0.99,-25.2,-20.7,4.4,-5.45,-1.05,4.40,4.4,yes,no,
Alexandre Desplat - Palmer enquête.mp3,processed,29.99,29.00,-0.99,-21.2,-19.5,1.7,-2.69,-1.01,1.68,1.7,yes,no,
Alexandre Desplat - The Epi-Pen.mp3,processed,29.99,29.00,-0.99,-16.8,-15.8,1.0,-2.30,-1.01,1.29,1.0,yes,no,
Alexis HK - Diable attend.mp3,processed,29.99,29.00,-0.99,-15.6,-16.5,-0.9,-0.04,-0.80,-0.76,-0.9,yes,no,
Alexis HK - Juste une fois.mp3,processed,29.99,29.00,-0.99,-16.4,-16.9,-0.6,-0.53,-0.64,-0.12,-0.6,yes,no,
Alexis HK - La paix des étoiles.mp3,processed,29.99,29.00,-0.99,-18.1,-15.8,2.3,-5.61,-3.01,2.60,2.3,yes,no,
Alexis HK - Maudits anglois.mp3,processed,29.99,29.00,-0.99,-17.6,-15.8,1.8,-4.53,-2.54,1.99,1.8,yes,no,
Alexisonfire - Mailbox Arson.mp3,processed,29.99,29.00,-0.99,-11.2,-15.8,-4.6,0.27,-4.19,-4.46,-4.6,yes,no,
Alfredo Gutierrez - Dos Mujeres.mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-0.9,-0.38,-1.24,-0.86,-0.9,yes,no,
Alfredo Gutierrez - El Niño De La Calle.mp3,processed,29.99,29.00,-0.99,-18.0,-17.0,1.0,-2.06,-0.28,1.78,1.0,yes,no,
Alfredo Gutierrez - El Troyano.mp3,processed,29.99,29.00,-0.99,-16.4,-16.2,0.2,-1.14,-0.87,0.27,0.2,yes,no,
Alfredo Gutierrez - Linda Mariposa.mp3,processed,29.99,29.00,-0.99,-16.1,-15.8,0.3,-1.36,-0.60,0.76,0.3,yes,no,
Alfredo Kraus - La Alegria del Batallón (Guajira).mp3,processed,29.99,29.00,-0.99,-19.2,-16.5,2.7,-3.66,-1.03,2.63,2.7,yes,no,
Alfredo Kraus - Los de Aragón_ los de Aragón (Remastered Version 2017).mp3,processed,29.99,29.00,-0.99,-18.9,-18.3,0.7,-1.73,-0.78,0.95,0.7,yes,no,
Ali Ekber Cicek - Dünya Malına Güvenme.mp3,processed,29.99,29.00,-0.99,-19.0,-18.0,1.0,-1.93,-1.09,0.84,1.0,yes,no,
Alias - After All The Love Is Gone.mp3,processed,29.99,29.00,-0.99,-18.1,-15.8,2.3,-3.75,-1.45,2.30,2.3,yes,no,
Alias - Standing In The Darkness.mp3,processed,29.99,29.00,-0.99,-19.1,-15.8,3.3,-4.64,-1.58,3.05,3.3,yes,no,
Alias - What To Do.mp3,processed,29.99,29.00,-0.99,-18.1,-15.8,2.3,-3.44,-1.27,2.17,2.3,yes,no,
Alice Cooper - Be My Lover.mp3,processed,29.99,29.00,-0.99,-22.4,-16.3,6.0,-7.02,-1.34,5.67,6.0,yes,no,
Alice Cooper - Goin' To the River (Live).mp3,processed,29.99,29.00,-0.99,-15.9,-15.8,0.1,-3.99,-3.43,0.56,0.1,yes,no,
Alice Cooper - This House Is Haunted.mp3,processed,29.99,29.00,-0.99,-24.2,-20.6,3.6,-4.62,-0.98,3.65,3.6,yes,no,
Alice In Chains - Angry Chair (2022 Remaster).mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.8,-0.24,-2.21,-1.97,-2.8,yes,no,
Alice In Chains - Brother.mp3,processed,29.99,29.00,-0.99,-18.8,-19.1,-0.3,-0.74,-0.87,-0.13,-0.3,yes,no,
Alice In Chains - God Smack (2022 Remaster).mp3,processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,-0.17,-2.89,-2.72,-3.2,yes,no,
Alice In Chains - I Know Somethin (Bout You).mp3,processed,29.99,29.00,-0.99,-16.1,-16.9,-0.7,-0.23,-0.69,-0.45,-0.7,yes,no,
Alice In Chains - Lesson Learned.mp3,processed,29.99,29.00,-0.99,-11.0,-15.8,-4.8,0.54,-3.25,-3.79,-4.8,yes,no,
Alice In Chains - Sickman (2022 Remaster).mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,-0.33,-2.43,-2.10,-2.6,yes,no,
Alice In Chains - Take Her Out.mp3,processed,29.99,29.00,-0.99,-11.1,-15.8,-4.6,0.30,-4.04,-4.34,-4.6,yes,no,
Alice In Chains - Would_ (2022 Remaster).mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.2,-0.35,-2.42,-2.06,-2.2,yes,no,
Alice Stuart - Bad Girl.mp3,processed,29.99,29.00,-0.99,-15.3,-15.8,-0.5,-2.52,-3.07,-0.54,-0.5,yes,no,
Alice Stuart - Kassie Jones.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.14,-1.53,-1.39,-1.5,yes,no,
Alice Stuart - Woman Blue.mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-0.47,-1.90,-1.43,-1.4,yes,no,
Alicia Keys - Heartburn.mp3,processed,29.99,29.00,-0.99,-15.0,-16.0,-1.0,0.13,-0.54,-0.68,-1.0,yes,no,
Alicia Keys - If I Ain't Got You.mp3,processed,29.99,29.00,-0.99,-15.3,-16.5,-1.2,0.11,-1.05,-1.16,-1.2,yes,no,
"Alicia Keys - If I Was Your Woman (Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005).mp3",processed,29.99,29.00,-0.99,-19.2,-20.6,-1.4,-0.05,-1.02,-0.97,-1.4,yes,no,
Alicia Keys - Karma.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,0.28,-0.92,-1.20,-1.5,yes,no,
Alicia Keys - Wait Til You See My Smile.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.25,-1.49,-1.24,-1.5,yes,no,
All Leather - As the Hog Pisseth (Nic Sarno Gabber Mix).mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,-0.19,-3.00,-2.81,-3.5,yes,no,
"All Leather - Please Jesus, Send Me Someone To Fuck.mp3",processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,-1.08,-2.76,-1.68,-1.9,yes,no,
All Shall Perish - The True Beast.mp3,processed,29.99,29.00,-0.99,-9.2,-15.8,-6.5,1.09,-4.53,-5.62,-6.5,yes,no,
All Time Low - Shameless.mp3,processed,29.99,29.00,-0.99,-11.5,-15.8,-4.3,0.90,-3.15,-4.05,-4.3,yes,no,
All Time Low - Umbrella.mp3,processed,29.99,29.00,-0.99,-11.5,-15.8,-4.3,0.71,-3.42,-4.13,-4.3,yes,no,
Allan Taylor - The Traveller.mp3,processed,29.99,29.00,-0.99,-17.5,-17.3,0.2,-1.11,-1.29,-0.19,0.2,yes,no,
Alphonse Mouzon - The Ram and the Scorpio.mp3,processed,30.01,29.00,-1.01,-18.0,-16.1,2.0,-3.05,-0.93,2.12,2.0,yes,no,
Alternative TV - Dub In Bed.mp3,processed,29.99,29.00,-0.99,-19.6,-17.7,1.9,-2.93,-0.88,2.06,1.9,yes,no,
"Alternative TV - Lemons, For Kevin.mp3",processed,29.99,29.00,-0.99,-20.3,-18.7,1.6,-2.60,-0.83,1.78,1.6,yes,no,
Alternative TV - Nasty Little Lonely.mp3,processed,29.99,29.00,-0.99,-19.6,-16.1,3.5,-4.39,-0.93,3.46,3.5,yes,no,
Alturas - Turu Wilakuy _Velatorio Del Toro_ (Huayno).mp3,processed,29.99,29.00,-0.99,-19.8,-17.4,2.5,-3.83,-1.06,2.77,2.5,yes,no,
Alvin Youngblood Hart - Livin' In a Strain (Album Version).mp3,processed,29.99,29.00,-0.99,-17.6,-17.0,0.6,-1.49,-0.80,0.69,0.6,yes,no,
Alvino Rey & His Orchestra - My Buddy.mp3,processed,29.99,29.00,-0.99,-19.8,-19.0,0.8,-1.66,-1.02,0.64,0.8,yes,no,
Alvino Rey & His Orchestra - Steel Guitar Rag.mp3,processed,29.99,29.00,-0.99,-16.8,-16.0,0.8,-1.79,-1.02,0.76,0.8,yes,no,
AmaLee - Metamorphosis.mp3,processed,29.99,29.00,-0.99,-14.5,-15.8,-1.2,-0.79,-1.87,-1.08,-1.2,yes,no,
Amalia Avgoustaki - Dimitroula.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,0.08,-3.43,-3.51,-3.4,yes,no,
Amanajé - Herval na percaria.mp3,processed,29.99,29.00,-0.99,-18.4,-17.3,1.0,-1.97,-0.78,1.19,1.0,yes,no,
Amber Nicholson - Tonight It's Just Me.mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,-1.02,-3.33,-2.31,-2.7,yes,no,
Ambient Music Therapy - Voice of Angels Drone for Spiritual Well Being.mp3,processed,29.99,29.00,-0.99,-15.3,-15.8,-0.5,-1.91,-2.27,-0.35,-0.5,yes,no,
Ameritz Countdown Karaoke - Rendezvous-Ich Hab' Dich Seit Langem Nicht Gesehen (In the Style of Jawoll) [Karaoke Version].mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,-0.69,-1.64,-0.95,-1.7,yes,no,
Ameritz Karaoke Entertainment - Falling Leaves (In the Style of Grandpa Jones) [Karaoke Version].mp3,processed,29.99,29.00,-0.99,-14.7,-15.8,-1.1,-0.11,-0.90,-0.79,-1.1,yes,no,
Amil - Anyday (Explicit Album Version).mp3,processed,29.99,29.00,-0.99,-15.2,-16.8,-1.6,0.73,-0.68,-1.41,-1.6,yes,no,
Amil - Get Down (Explicit Album Version).mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,0.70,-1.46,-2.17,-2.7,yes,no,
Amilcar - L4-L5.mp3,processed,29.99,29.00,-0.99,-20.4,-19.0,1.5,-2.35,-0.96,1.39,1.5,yes,no,
Amira Elfeky - Tonight (demo).mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.2,0.20,-3.58,-3.78,-4.2,yes,no,
Amoral - Perfection Design.mp3,processed,29.99,29.00,-0.99,-10.0,-15.8,-5.8,1.28,-4.50,-5.78,-5.8,yes,no,
Amoral - The Last Round.mp3,processed,29.99,29.00,-0.99,-11.3,-15.8,-4.5,0.29,-4.01,-4.30,-4.5,yes,no,
Amorphis - And I Hear You Call.mp3,processed,29.99,29.00,-0.99,-11.9,-15.8,-3.8,0.39,-2.70,-3.09,-3.8,yes,no,
Amorphis - Crimson Wave.mp3,processed,29.99,29.00,-0.99,-11.7,-15.7,-4.0,0.43,-3.34,-3.76,-4.0,yes,no,
Amorphis - Into Hiding.mp3,processed,29.99,29.00,-0.99,-15.8,-15.8,-0.0,-1.75,-1.87,-0.12,-0.0,yes,no,
Amorphis - Misery Path (From the Privilege of Evil).mp3,processed,29.99,29.00,-0.99,-11.0,-15.6,-4.7,0.85,-3.46,-4.32,-4.7,yes,no,
Amorphis - Pilgrimage from Darkness (From the Privilege of Evil EP).mp3,processed,29.99,29.00,-0.99,-11.7,-15.7,-4.0,1.18,-2.09,-3.27,-4.0,yes,no,
Amorphis - The Lost Name of God.mp3,processed,29.99,29.00,-0.99,-13.3,-15.8,-2.5,-1.48,-3.62,-2.15,-2.5,yes,no,
Amy Lee - Dark Water.mp3,processed,29.99,29.00,-0.99,-12.8,-15.8,-3.0,-0.26,-3.07,-2.81,-3.0,yes,no,
Amy Winehouse - In My Bed.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,-0.26,-1.98,-1.71,-2.0,yes,no,
Amy Winehouse - Stronger Than Me.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.90,-1.11,-0.21,-1.5,yes,no,
"Amy Winehouse - Valerie (Live At BBC Radio 1 Live Lounge, London _ 2007).mp3",processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,0.21,-1.99,-2.20,-2.6,yes,no,
An Cafe - Koritsu Hospital.mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.2,0.34,-3.17,-3.51,-4.2,yes,no,
An Cafe - Pipopapo Telepathy.mp3,processed,29.99,29.00,-0.99,-9.9,-15.8,-5.9,0.89,-4.47,-5.36,-5.9,yes,no,
An Cafe - Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari).mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,0.32,-0.97,-1.28,-2.0,yes,no,
An Cafe - S B Y.mp3,processed,29.99,29.00,-0.99,-9.6,-15.8,-6.2,1.11,-4.64,-5.74,-6.2,yes,no,
Ana Bekuta - Kako mi je pitas sad.mp3,processed,29.99,29.00,-0.99,-21.3,-17.4,3.9,-4.90,-0.75,4.15,3.9,yes,no,
Ana Popovic - Shadow After Dark.mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.1,1.09,-2.91,-4.00,-4.1,yes,no,
Ana Popovic - U Complete Me (Blues Version - Bonus Track).mp3,processed,29.99,29.00,-0.99,-16.0,-18.1,-2.0,0.71,-0.82,-1.53,-2.0,yes,no,
Anane - Let's Get High (Life Love Music) (Yves Larock Radio Edit w_ Rap).mp3,processed,29.99,29.00,-0.99,-11.9,-15.8,-3.9,0.24,-3.15,-3.40,-3.9,yes,no,
Ancient Astronauts - Crescent Moon (Diesler Remix).mp3,processed,29.99,29.00,-0.99,-11.3,-15.8,-4.5,0.49,-3.58,-4.07,-4.5,yes,no,
Andrae Crouch - I've Got Confidence.mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.6,0.43,-2.01,-2.43,-2.6,yes,no,
Andrae Crouch - Jesus Is the Lord.mp3,processed,29.99,29.00,-0.99,-20.7,-19.4,1.3,-2.30,-1.15,1.15,1.3,yes,no,
Andrae Crouch - Praises.mp3,processed,29.99,29.00,-0.99,-23.7,-17.9,5.8,-6.70,-1.05,5.64,5.8,yes,no,
Andre Verchuren - Aubade d'oiseau.mp3,processed,29.99,29.00,-0.99,-19.7,-17.1,2.6,-3.61,-0.91,2.70,2.6,yes,no,
Andre Verchuren - Aviatic.mp3,processed,29.99,29.00,-0.99,-17.1,-16.3,0.8,-1.78,-0.98,0.80,0.8,yes,no,
Andre Verchuren - Jalousie.mp3,processed,29.99,29.00,-0.99,-18.6,-17.7,0.9,-1.78,-0.14,1.64,0.9,yes,no,
Andre Verchuren - Maria Morena (Paso-doble).mp3,processed,29.99,29.00,-0.99,-17.7,-16.4,1.3,-2.24,-0.74,1.50,1.3,yes,no,
Andre Verchuren - Poema.mp3,processed,29.99,29.00,-0.99,-21.4,-16.7,4.6,-5.55,-1.07,4.47,4.6,yes,no,
Andre Verchuren - Tra-La-La Musette.mp3,processed,29.99,29.00,-0.99,-17.0,-16.0,1.0,-1.93,-1.00,0.92,1.0,yes,no,
Andre Verchuren - Un p'tit brin de musette (Valse).mp3,processed,29.99,29.00,-0.99,-18.4,-17.1,1.4,-2.32,-1.16,1.16,1.4,yes,no,
Andre Verchuren - Valse des montagnes.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.01,-1.65,-1.66,-1.8,yes,no,
Andrea - It's Not Whatcha Got (Fondling Club Mix).mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.56,-1.23,-1.79,-1.8,yes,no,
Andreas Dorau - Das Telefon sagt du.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,-0.42,-2.02,-1.60,-1.7,yes,no,
Andreas Dorau - Immer nur warten.mp3,processed,29.99,29.00,-0.99,-13.3,-15.8,-2.5,-0.52,-2.82,-2.30,-2.5,yes,no,
Andreas Dorau - So ist das nun mal.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.5,0.54,-1.55,-2.10,-2.5,yes,no,
Andreas Vollenweider - La lune et l'enfant.mp3,removed,2.01,,,-66.9,,,-53.46,,,,no,yes,
Andrei Krylov - Village Dance.mp3,processed,29.99,29.00,-0.99,-19.6,-17.5,2.1,-3.10,-0.78,2.32,2.1,yes,no,
Andrew W.K. - Can You Dance With Me_.mp3,processed,29.99,29.00,-0.99,-8.3,-15.8,-7.5,0.69,-5.97,-6.66,-7.5,yes,no,
Andrew W.K. - Don't Call Me Andy.mp3,processed,29.99,29.00,-0.99,-9.0,-15.8,-6.8,0.39,-5.32,-5.71,-6.8,yes,no,
Andrew W.K. - Long Live The Party.mp3,processed,29.99,29.00,-0.99,-11.2,-15.8,-4.6,0.49,-3.51,-4.00,-4.6,yes,no,
André Blot - Breiz Ma Bro _Bretagne Mon Pays_ (Valse).mp3,processed,29.99,29.00,-0.99,-11.1,-15.8,-4.7,0.55,-3.48,-4.03,-4.7,yes,no,
André Minvielle - Les Chaudrons.mp3,processed,29.99,29.00,-0.99,-14.8,-15.8,-1.0,-0.25,-0.48,-0.23,-1.0,yes,no,
André Popp - Fernando.mp3,processed,29.99,29.00,-0.99,-19.0,-19.9,-0.9,-0.30,-1.16,-0.86,-0.9,yes,no,
Andrés Calamaro - Un vestido y un amor (En vivo).mp3,processed,29.99,29.00,-0.99,-14.8,-15.8,-1.0,-0.91,-1.66,-0.76,-1.0,yes,no,
Andy & Lucas - Dame un Besito (Version Salsa).mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,-0.07,-1.97,-1.89,-2.1,yes,no,
Andy & Lucas - Dime Si Me Quieres.mp3,processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,1.02,-2.04,-3.06,-3.2,yes,no,
Andy & Lucas - Dios Bendiga.mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,1.15,-2.62,-3.77,-3.8,yes,no,
Andy & Lucas - Hasta los Huesos.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,-0.28,-2.43,-2.15,-2.6,yes,no,
Andy & Lucas - Mirame A La Cara (Version Salsa).mp3,processed,29.99,29.00,-0.99,-16.1,-16.7,-0.6,-0.28,-0.79,-0.51,-0.6,yes,no,
Andy & Lucas - Quiero Ser Tu Sueño (Directo Cadiz).mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-0.8,-0.27,-0.76,-0.49,-0.8,yes,no,
Andy Griffith - Just A Closer Walk With Thee.mp3,processed,29.99,29.00,-0.99,-14.5,-15.8,-1.2,-0.10,-1.19,-1.09,-1.2,yes,no,
Andy Griffith - Turn Yourn Radio On.mp3,processed,29.99,29.00,-0.99,-19.6,-16.8,2.7,-3.68,-1.13,2.55,2.7,yes,no,
Andy Morris - Viva La Vida on Piano.mp3,processed,29.99,29.00,-0.99,-22.3,-17.0,5.3,-6.24,-0.99,5.25,5.3,yes,no,
