filename,status,before_duration_s,after_duration_s,duration_change_s,before_lufs,after_lufs,lufs_change,before_peak_db,after_peak_db,peak_change_db,gain_applied_db,was_cropped,was_removed,error
Uriah Heep - What Should Be Done (2017 Remastered).mp3,processed,29.99,29.00,-0.99,-19.4,-19.4,0.0,-1.32,-0.92,0.40,0.0,yes,no,
Utopia - Magic Dragon Theatre.mp3,processed,29.99,29.00,-0.99,-19.7,-16.0,3.7,-4.68,-0.91,3.77,3.7,yes,no,
Utopia - On My Feet Again.mp3,processed,29.99,29.00,-0.99,-17.6,-16.6,1.0,-1.93,-0.41,1.52,1.0,yes,no,
Utopia - The Up.mp3,processed,29.99,29.00,-0.99,-17.2,-16.8,0.4,-0.94,-1.05,-0.11,0.4,yes,no,
V Sinizter - Valentine's Day.mp3,processed,29.99,29.00,-0.99,-14.7,-16.0,-1.3,0.41,-0.78,-1.19,-1.3,yes,no,
V V Brown - LEAVE!.mp3,processed,29.99,29.00,-0.99,-12.0,-15.7,-3.7,0.44,-2.70,-3.14,-3.7,yes,no,
V-ro - V-Ro - Softcore.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.5,1.27,-1.93,-3.19,-3.5,yes,no,
VEDO - Do It Nasty.mp3,processed,29.99,29.00,-0.99,-14.2,-16.0,-1.9,0.88,-0.92,-1.80,-1.9,yes,no,
VHS or Beta - Forever.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,2.25,-1.33,-3.58,-3.4,yes,no,
VHS or Beta - New Day Rising.mp3,processed,29.99,29.00,-0.99,-14.9,-17.2,-2.3,1.26,-0.80,-2.07,-2.3,yes,no,
VHS or Beta - The Melting Moon (Edit).mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.2,0.70,-1.99,-2.69,-3.2,yes,no,
VHS or Beta - You Got Me (The Juan Maclean Dub).mp3,processed,29.99,29.00,-0.99,-15.7,-18.3,-2.6,1.59,-1.06,-2.66,-2.6,yes,no,
Vaggelis Perpiniadis - To Diazygio.mp3,processed,29.99,29.00,-0.99,-12.7,-15.8,-3.1,-0.29,-2.95,-2.66,-3.1,yes,no,
Valient Thorr - Problem Solver.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,-0.16,-2.10,-1.94,-2.1,yes,no,
Van Halen - House of Pain (2015 Remaster).mp3,processed,29.99,29.00,-0.99,-10.9,-15.8,-4.9,1.69,-2.94,-4.63,-4.9,yes,no,
Vanessa Bell Armstrong - Nobody But Jesus.mp3,processed,29.99,29.00,-0.99,-26.5,-20.9,5.6,-6.84,-1.00,5.83,5.6,yes,no,
Vanessa Bell Armstrong - Til The Victory's Won.mp3,processed,29.99,29.00,-0.99,-11.4,-15.8,-4.4,1.93,-2.76,-4.69,-4.4,yes,no,
Vanessa Bell Armstrong - Walking Miracle.mp3,processed,29.99,29.00,-0.99,-14.2,-16.6,-2.4,1.35,-1.42,-2.77,-2.4,yes,no,
Vanessa Bell Armstrong - Wonderful One.mp3,processed,29.99,29.00,-0.99,-18.2,-17.2,1.1,-2.03,-0.95,1.08,1.1,yes,no,
Vanessa Daou - Evening.mp3,processed,29.99,29.00,-0.99,-16.3,-16.7,-0.4,-0.59,-0.76,-0.17,-0.4,yes,no,
Vanessa Daou - For Anything.mp3,processed,29.99,29.00,-0.99,-15.6,-16.1,-0.4,-0.51,-0.79,-0.29,-0.4,yes,no,
Vanessa Daou - Joe Sent Me.mp3,processed,29.99,29.00,-0.99,-15.8,-16.4,-0.6,-0.30,-0.98,-0.67,-0.6,yes,no,
Vanessa Daou - Life Force.mp3,processed,29.99,29.00,-0.99,-17.8,-17.8,0.0,-0.88,-0.81,0.07,0.0,yes,no,
Vanessa Daou - Smoke.mp3,processed,29.99,29.00,-0.99,-21.0,-18.8,2.2,-3.17,-1.10,2.07,2.2,yes,no,
Vangelis - El Greco_ Movement IV.mp3,processed,29.99,29.00,-0.99,-26.4,-17.9,8.5,-9.59,-1.10,8.49,8.5,yes,no,
Vangelis - Mythodea - Music for the NASA Mission_ 2001 Mars Odyssey_ Movement 3 (Voice).mp3,processed,29.99,29.00,-0.99,-36.4,-17.2,19.1,-20.56,-1.10,19.46,19.1,yes,no,
Vangelis - Mythodea - Music for the NASA Mission_ 2001 Mars Odyssey_ Movement 7 (Voice).mp3,processed,29.99,29.00,-0.99,-23.1,-17.7,5.4,-6.29,-1.16,5.13,5.4,yes,no,
Vangelis - Preparation (From _Alexander_ Soundtrack).mp3,processed,29.99,29.00,-0.99,-22.5,-20.2,2.4,-3.30,-0.93,2.37,2.4,yes,no,
Vangelis - Procession.mp3,processed,29.99,29.00,-0.99,-27.8,-17.5,10.3,-11.57,-1.00,10.57,10.3,yes,no,
Vangelis - Twilight.mp3,processed,29.99,29.00,-0.99,-30.9,-19.6,11.3,-12.18,-0.98,11.20,11.3,yes,no,
Varios - Cuerda viva.mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.1,-0.47,-4.02,-3.55,-4.1,yes,no,
Varios - Te parto el alma (inter. El Tariacuri).mp3,processed,29.99,29.00,-0.99,-16.5,-17.0,-0.4,-0.46,-0.36,0.11,-0.4,yes,no,
Various Artists - The Everlasting Gaze (A Static Lullaby).mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,-0.25,-2.56,-2.32,-3.3,yes,no,
Various Production - Bside.mp3,processed,29.99,29.00,-0.99,-22.9,-18.7,4.2,-5.21,-0.98,4.23,4.2,yes,no,
Various Production - Lost (Actress Remix).mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,-0.41,-2.98,-2.57,-2.7,yes,no,
Various Production - Wot U Say.mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,-2.72,-4.25,-1.53,-1.9,yes,no,
Venice - More Than One Love (Bonus Version).mp3,processed,29.99,29.00,-0.99,-18.4,-18.8,-0.4,-0.53,-0.84,-0.31,-0.4,yes,no,
Verdell Primeaux - Four Harmonized Peyote Songs 1.mp3,processed,29.99,29.00,-0.99,-18.5,-15.8,2.7,-3.74,-1.16,2.58,2.7,yes,no,
Vex'd - Disposition.mp3,processed,29.99,29.00,-0.99,-15.5,-15.8,-0.2,-0.99,-0.99,0.01,-0.2,yes,no,
Vex'd - Oceans.mp3,processed,29.99,29.00,-0.99,-16.7,-17.0,-0.3,-0.61,-0.74,-0.12,-0.3,yes,no,
Vex'd - Pop Pop.mp3,processed,29.99,29.00,-0.99,-16.9,-17.1,-0.2,-0.77,-0.82,-0.05,-0.2,yes,no,
Vic Chou - Ni De Ti Wen.mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,1.02,-1.68,-2.70,-2.7,yes,no,
Vickie Winans - Boyfriends.mp3,processed,29.99,29.00,-0.99,-25.6,-23.9,1.7,-2.74,-1.14,1.60,1.7,yes,no,
Vickie Winans - Great Is Thy Faithfulness.mp3,processed,29.99,29.00,-0.99,-36.0,-16.8,19.3,-20.23,-0.92,19.31,19.3,yes,no,
Vickie Winans - Little Timmy.mp3,processed,29.99,29.00,-0.99,-26.6,-24.4,2.3,-3.16,-0.92,2.24,2.3,yes,no,
Vickie Winans - Make Me Over.mp3,processed,29.99,29.00,-0.99,-17.4,-16.2,1.2,-2.13,-0.15,1.99,1.2,yes,no,
Vickie Winans - Stand Up and Praise Him.mp3,processed,29.99,29.00,-0.99,-17.7,-17.3,0.5,-1.41,-0.97,0.44,0.5,yes,no,
Vickie Winans - You Turn Me.mp3,processed,29.99,29.00,-0.99,-13.4,-15.8,-2.4,-0.47,-2.58,-2.11,-2.4,yes,no,
Vicky Arlidge - My Bonnie Lies over the Ocean.mp3,processed,29.99,29.00,-0.99,-23.7,-22.2,1.5,-2.42,-0.83,1.59,1.5,yes,no,
Viktor Krauss - Side Street.mp3,processed,29.99,29.00,-0.99,-21.6,-20.8,0.8,-1.41,-1.02,0.40,0.8,yes,no,
Vilma Palma e Vampiros - Bye bye.mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,0.13,-1.07,-1.19,-1.2,yes,no,
Vilma Palma e Vampiros - Lluvia De Acido.mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-0.8,-0.22,-1.14,-0.92,-0.8,yes,no,
Vilma Palma e Vampiros - Te quiero tanto.mp3,processed,29.99,29.00,-0.99,-19.2,-20.4,-1.2,0.22,-0.99,-1.21,-1.2,yes,no,
Vilma Palma e Vampiros - Verano traidor.mp3,processed,29.99,29.00,-0.99,-16.9,-18.2,-1.3,0.32,-0.89,-1.21,-1.3,yes,no,
Vince Guaraldi - Choro (Remastered 1998).mp3,processed,29.99,29.00,-0.99,-20.3,-18.3,2.0,-2.90,-1.04,1.87,2.0,yes,no,
Vince Guaraldi - Corcovado (Album Version).mp3,processed,29.99,29.00,-0.99,-20.2,-19.1,1.0,-2.05,-0.89,1.16,1.0,yes,no,
Vince Guaraldi - Room at the Bottom.mp3,processed,29.99,29.00,-0.99,-21.8,-18.9,3.0,-3.86,-1.01,2.85,3.0,yes,no,
Vince Guaraldi Trio - Yesterdays (Album Version).mp3,processed,29.99,29.00,-0.99,-23.7,-19.3,4.3,-5.30,-0.97,4.33,4.3,yes,no,
Vince Taylor - Sweet Little Sixteen.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,-0.93,-2.74,-1.80,-2.6,yes,no,
Vincent Baguian - Chanson Populaire.mp3,processed,29.99,29.00,-0.99,-11.3,-15.9,-4.5,2.25,-2.06,-4.31,-4.5,yes,no,
Vincent Bruley - Souffle 2 (Edit 1).mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-1.14,-2.40,-1.26,-1.2,yes,no,
"Vincenzo Bellini - Vanne, E Li Cela Entrambi.mp3",processed,29.99,29.00,-0.99,-20.1,-19.2,1.0,-1.85,-0.99,0.86,1.0,yes,no,
Vinicius de Moraes - A Uma Mulher _ A Volta Da Mulher Morena _ Soneto Da intimidade _ Ternura _ Cântico.mp3,processed,29.99,29.00,-0.99,-20.4,-20.2,0.2,-1.31,-1.07,0.24,0.2,yes,no,
Vinicius de Moraes - Minha Namorada (Live).mp3,processed,29.99,29.00,-0.99,-24.2,-19.4,4.8,-5.75,-0.91,4.84,4.8,yes,no,
Vinylbase - Life (C.C.K. & Unique Stylerz Radio Rmx).mp3,processed,29.99,29.00,-0.99,-15.2,-15.8,-0.5,-1.43,-1.67,-0.23,-0.5,yes,no,
Virtue - Can You Hear The Angels.mp3,processed,29.99,29.00,-0.99,-17.5,-16.7,0.7,-1.82,-1.09,0.73,0.7,yes,no,
Virtuoso - Beautiful Maria of My Soul.mp3,processed,29.99,29.00,-0.99,-17.2,-17.6,-0.4,-0.72,-1.12,-0.40,-0.4,yes,no,
Virus - Be Elevator.mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,-0.11,-3.32,-3.22,-3.8,yes,no,
VisionAaRi Beats - GRATEFUL.mp3,processed,29.99,29.00,-0.99,-16.4,-16.8,-0.4,-0.65,-0.85,-0.20,-0.4,yes,no,
Viva La Musica - Dixième commandement.mp3,processed,29.99,29.00,-0.99,-17.0,-17.8,-0.8,-0.23,-0.95,-0.72,-0.8,yes,no,
Vivian - Bad Creation.mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.6,-0.21,-3.50,-3.29,-3.6,yes,no,
Vivian - Slipping Away.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,0.94,-2.35,-3.29,-3.4,yes,no,
Vivian - Streets On Fire.mp3,processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,0.13,-2.85,-2.98,-3.2,yes,no,
Vivian Green - Better Man.mp3,processed,29.99,29.00,-0.99,-14.3,-15.9,-1.6,0.69,-1.01,-1.70,-1.6,yes,no,
Vivian Khor - Loves Parting.mp3,processed,29.99,29.00,-0.99,-21.1,-18.8,2.3,-3.23,-1.00,2.23,2.3,yes,no,
Vivienne Artur - Easier To Leave.mp3,processed,29.99,29.00,-0.99,-17.2,-16.9,0.3,-1.22,-1.02,0.19,0.3,yes,no,
Vixen - American Dream.mp3,processed,29.99,29.00,-0.99,-21.8,-16.7,5.0,-6.05,-1.20,4.85,5.0,yes,no,
Vixen - One Night Alone.mp3,processed,29.99,29.00,-0.99,-20.2,-16.0,4.2,-5.10,-0.80,4.30,4.2,yes,no,
Vodka Collins - Bitches For Breakfast.mp3,processed,29.99,29.00,-0.99,-15.9,-16.7,-0.9,-0.26,-1.20,-0.94,-0.9,yes,no,
Vodka Collins - Foreign Prince Of Tokyo.mp3,processed,29.99,29.00,-0.99,-15.9,-16.7,-0.9,-0.08,-0.38,-0.29,-0.9,yes,no,
Vodka Collins - See You Comin'.mp3,processed,29.99,29.00,-0.99,-13.3,-15.8,-2.5,-0.42,-2.94,-2.52,-2.5,yes,no,
Vox Dei - A Nadie Le Interesa Si Quedás Atrás (Total Que...).mp3,processed,29.99,29.00,-0.99,-19.9,-18.4,1.6,-2.47,-1.02,1.45,1.6,yes,no,
Vox Dei - Profecias.mp3,processed,29.99,29.00,-0.99,-25.9,-17.3,8.6,-9.82,-0.62,9.20,8.6,yes,no,
Vrse Murphy - Cremona (Instrumental).mp3,processed,29.99,29.00,-0.99,-15.0,-16.4,-1.5,0.52,-1.01,-1.54,-1.5,yes,no,
Vrse Murphy - Wrong Decision (Instrumental).mp3,processed,29.99,29.00,-0.99,-21.3,-20.7,0.6,-1.68,-1.05,0.63,0.6,yes,no,
Vulgar Pigeons - O.R.P..mp3,processed,29.99,29.00,-0.99,-11.4,-15.7,-4.4,0.87,-3.10,-3.97,-4.4,yes,no,
Vulture Industries - The Benevolent Pawn.mp3,processed,29.99,29.00,-0.99,-10.8,-15.8,-5.0,1.21,-3.62,-4.82,-5.0,yes,no,
Vuneny - Curse Of Sound (Dub Mix).mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.11,-1.69,-1.80,-1.8,yes,no,
Vusi Mahlasela - Amdokwe.mp3,processed,29.99,29.00,-0.99,-19.8,-18.1,1.7,-2.68,-1.28,1.40,1.7,yes,no,
Vusi Mahlasela - Miyela Afrika.mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.2,2.64,-2.35,-4.99,-4.2,yes,no,
Vusi Mahlasela - Our Sand.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,-0.22,-2.02,-1.80,-1.8,yes,no,
Vusi Mahlasela - Pata Pata.mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,0.95,-2.65,-3.59,-3.7,yes,no,
W.A.S.P. - Heaven's Hung in Black (Reprise).mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.46,-2.01,-1.55,-1.5,yes,no,
W.A.S.P. - Phantoms In The Mirror (Bonus Track_Single B).mp3,processed,29.99,29.00,-0.99,-13.1,-15.7,-2.7,0.46,-1.56,-2.03,-2.7,yes,no,
W.A.S.P. - When The Levee Breaks (Live Acoustic - Bonu).mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.2,0.43,-2.34,-2.78,-3.2,yes,no,
Wade Ray - Idaho Red.mp3,processed,29.99,29.00,-0.99,-15.1,-15.8,-0.7,-0.48,-1.04,-0.56,-0.7,yes,no,
Wailing Souls - Fire House Rock.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.84,-1.27,-2.11,-1.8,yes,no,
Wailing Souls - I Am a Rasta Man.mp3,processed,29.99,29.00,-0.99,-23.8,-19.5,4.3,-5.23,-1.01,4.22,4.3,yes,no,
Wailing Souls - Old Broom.mp3,processed,29.96,29.00,-0.96,-22.4,-20.6,1.8,-2.73,-0.40,2.33,1.8,yes,no,
Wailing Souls - Very Well.mp3,processed,29.99,29.00,-0.99,-18.3,-18.3,-0.0,-0.94,-1.20,-0.26,-0.0,yes,no,
Walter Ego - Purple Pygmies.mp3,processed,29.99,29.00,-0.99,-24.0,-21.9,2.1,-3.14,-1.10,2.04,2.1,yes,no,
Walter Hawkins - Never Alone.mp3,processed,29.99,29.00,-0.99,-23.3,-20.0,3.3,-4.34,-1.34,3.00,3.3,yes,no,
Walter Jackson - It's Cool.mp3,processed,29.99,29.00,-0.99,-18.2,-19.0,-0.8,-0.39,-0.82,-0.43,-0.8,yes,no,
Walter Jackson - My Ship Is Comin' In (Album Version).mp3,processed,29.99,29.00,-0.99,-20.2,-17.5,2.7,-3.70,-0.45,3.25,2.7,yes,no,
Walter Jackson - What Would You Do (Album Version).mp3,processed,29.99,29.00,-0.99,-19.0,-15.8,3.2,-4.36,-1.01,3.36,3.2,yes,no,
Walter Jackson; Arranged & conducted by Riley Hampton - Moonlight In Vermont (Album Version).mp3,processed,29.99,29.00,-0.99,-17.4,-15.8,1.6,-3.26,-1.68,1.58,1.6,yes,no,
Walter Trout - Earrings On The Table.mp3,processed,29.99,29.00,-0.99,-22.9,-16.0,6.9,-7.85,-0.90,6.94,6.9,yes,no,
Walter Trout - Obstacles in My Way.mp3,processed,30.01,29.00,-1.01,-15.0,-15.8,-0.8,-0.73,-0.98,-0.24,-0.8,yes,no,
Walter Trout Band - Running In Place.mp3,processed,29.99,29.00,-0.99,-17.0,-17.6,-0.6,-0.31,-1.11,-0.80,-0.6,yes,no,
Walter Wanderley Trio - O Menino Desce O Morro.mp3,processed,29.99,29.00,-0.99,-19.6,-17.3,2.2,-3.19,-0.77,2.42,2.2,yes,no,
WanderLight - Daydreams.mp3,processed,29.99,29.00,-0.99,-10.6,-15.8,-5.2,-0.00,-4.77,-4.77,-5.2,yes,no,
Wang Chung - Dance Hall Days.mp3,processed,29.99,29.00,-0.99,-20.5,-18.8,1.7,-2.62,-0.96,1.66,1.7,yes,no,
War Babies - Cry Yourself To Sleep.mp3,processed,29.99,29.00,-0.99,-15.3,-16.6,-1.3,0.30,-0.86,-1.16,-1.3,yes,no,
Warner Mack - How Long Will It Take.mp3,processed,29.99,29.00,-0.99,-16.2,-15.8,0.4,-1.77,-1.33,0.44,0.4,yes,no,
Warner Mack - Is It Wrong (For Loving You) (Remastered).mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,-0.27,-1.91,-1.64,-1.8,yes,no,
Warrant - Bed of Roses.mp3,processed,29.99,29.00,-0.99,-13.3,-15.7,-2.4,0.58,-1.95,-2.53,-2.4,yes,no,
Warrant - Cherry Pie.mp3,processed,29.99,29.00,-0.99,-12.8,-15.7,-2.9,0.38,-1.57,-1.95,-2.9,yes,no,
Warren Barfield - Shadow.mp3,processed,29.99,29.00,-0.99,-15.4,-16.4,-0.9,-0.10,-0.89,-0.79,-0.9,yes,no,
Warren Barfield - Unleashed.mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.9,1.08,-1.78,-2.86,-2.9,yes,no,
Warren Malone - The Long And Lonely Night.mp3,processed,29.99,29.00,-0.99,-15.9,-16.2,-0.3,-0.68,-1.03,-0.36,-0.3,yes,no,
Warrior King - Another Love Song.mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,1.04,-1.36,-2.40,-3.5,yes,no,
Warrior King - Breath Of Fresh Air.mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.9,-0.65,-3.24,-2.59,-2.9,yes,no,
Warrior King - Empress So Divine.mp3,processed,29.99,29.00,-0.99,-12.7,-15.8,-3.1,-0.01,-2.85,-2.84,-3.1,yes,no,
Warrior King - Virtuous Woman.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,-0.53,-2.40,-1.87,-2.2,yes,no,
Washboard Sam - Bucket's Got A Hole In It.mp3,processed,29.99,29.00,-0.99,-20.2,-19.1,1.1,-2.07,-1.15,0.91,1.1,yes,no,
Washboard Sam - Come on In.mp3,processed,29.99,29.00,-0.99,-16.1,-16.3,-0.3,-0.65,-0.98,-0.34,-0.3,yes,no,
Washboard Sam - I'm on My Way Blues.mp3,processed,29.99,29.00,-0.99,-17.0,-16.4,0.6,-1.51,-1.00,0.52,0.6,yes,no,
Washboard Sam - The Gal I Love.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,-0.46,-2.80,-2.35,-2.3,yes,no,
Washboard Sam - Washboard Swing.mp3,processed,29.99,29.00,-0.99,-16.5,-17.0,-0.5,-0.47,-1.13,-0.67,-0.5,yes,no,
Way Out West - Banzai Washout.mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,-0.21,-3.08,-2.87,-3.3,yes,no,
Wayne Kramer - Bad Seed.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,0.65,-1.73,-2.38,-2.1,yes,no,
Wayne Watson - Cry Of My Heart.mp3,processed,29.99,29.00,-0.99,-15.0,-15.8,-0.8,-0.83,-1.42,-0.60,-0.8,yes,no,
Wayne Watson - Somebody Sing.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,-0.51,-2.18,-1.67,-2.0,yes,no,
We Show Up On RadaR - Like A Bird Pulling Up At A Worm.mp3,removed,14.00,,,-17.0,,,-1.87,,,,no,yes,
Webb Wilder - Too Cool For Love.mp3,processed,29.99,29.00,-0.99,-14.7,-15.8,-1.1,-0.82,-1.44,-0.62,-1.1,yes,no,
Weedeater - Monkey Junction.mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,-0.14,-3.33,-3.19,-3.8,yes,no,
Weezer - Don't Let Go.mp3,processed,29.99,29.00,-0.99,-10.9,-15.8,-4.9,0.75,-3.79,-4.54,-4.9,yes,no,
Weezer - Dope Nose.mp3,processed,29.99,29.00,-0.99,-11.2,-15.8,-4.6,0.22,-4.17,-4.38,-4.6,yes,no,
Weezer - I Don't Want To Let You Go.mp3,processed,29.99,29.00,-0.99,-16.8,-16.6,0.2,-1.22,-0.99,0.23,0.2,yes,no,
Weezer - Mykel And Carli (Single Version).mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,0.88,-3.26,-4.14,-3.7,yes,no,
Wendo Kolosoy - Marie marie.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,0.11,-2.65,-2.76,-3.4,yes,no,
Wendo Kolosoy - Soki olingi ngai.mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.6,0.20,-2.04,-2.24,-2.6,yes,no,
Wendy Moten - Make This Love Last.mp3,processed,29.99,29.00,-0.99,-17.8,-19.4,-1.5,0.58,-1.31,-1.89,-1.5,yes,no,
Wes King - Cover To Cover.mp3,processed,29.99,29.00,-0.99,-15.5,-15.9,-0.3,-0.65,-0.63,0.02,-0.3,yes,no,
Wesley Tuttle - With Tears In My Eyes.mp3,processed,29.99,29.00,-0.99,-18.5,-17.5,1.0,-2.02,-1.01,1.01,1.0,yes,no,
"Wet Wet Wet - Goodnight Girl (Live at The Royal Albert Hall, London, UK _ 3rd Nov 1992).mp3",processed,29.99,29.00,-0.99,-24.8,-19.5,5.3,-6.39,-0.92,5.47,5.3,yes,no,
Wet Wet Wet - Love Is All Around (From _Four Weddings And A Funeral_).mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,0.12,-1.62,-1.74,-1.7,yes,no,
Wham! - Freedom.mp3,processed,29.99,29.00,-0.99,-15.1,-15.8,-0.7,-1.82,-2.07,-0.25,-0.7,yes,no,
White Heart - Hold On.mp3,processed,29.99,29.00,-0.99,-16.7,-16.6,0.2,-1.13,-1.20,-0.07,0.2,yes,no,
White Heart - In His Name.mp3,processed,29.99,29.00,-0.99,-24.0,-20.6,3.3,-4.24,-1.01,3.23,3.3,yes,no,
White Willow - The Dark Road.mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-0.9,-0.97,-1.71,-0.74,-0.9,yes,no,
White Willow - The Reach.mp3,processed,29.99,29.00,-0.99,-33.4,-17.0,16.5,-17.51,-1.09,16.42,16.5,yes,no,
Whiteheart - Answer The Call (Powerhouse Album Version).mp3,processed,29.99,29.00,-0.99,-18.4,-18.6,-0.1,-0.82,-0.63,0.19,-0.1,yes,no,
Whiteheart - Edge Of The Dream (Emergency Broadcast Album Version).mp3,processed,29.99,29.00,-0.99,-16.2,-17.0,-0.8,0.35,-1.10,-1.45,-0.8,yes,no,
Whiteheart - Nothing But The Best.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,0.32,-0.65,-0.98,-1.5,yes,no,
Whiteheart - Sing Your Freedom.mp3,processed,29.99,29.00,-0.99,-17.7,-17.1,0.6,-1.48,-1.42,0.07,0.6,yes,no,
Whiteheart - Speed Of Sound (Emergency Broadcast Album Version).mp3,processed,29.99,29.00,-0.99,-18.4,-16.8,1.7,-2.66,-1.03,1.64,1.7,yes,no,
Whiteheart - Where The Thunder Roars (Tales Of Wonder Album Version).mp3,processed,29.99,29.00,-0.99,-20.7,-20.3,0.5,-1.35,-1.18,0.16,0.5,yes,no,
Whitesnake - Fool for Your Loving.mp3,processed,29.99,29.00,-0.99,-15.9,-15.8,0.1,-1.88,-1.90,-0.02,0.1,yes,no,
Whitney Cummings - Porn.mp3,processed,29.99,29.00,-0.99,-15.6,-15.8,-0.2,-0.88,-0.67,0.21,-0.2,yes,no,
Whitney Cummings - Romance.mp3,processed,29.99,29.00,-0.99,-9.2,-15.8,-6.6,0.40,-5.00,-5.40,-6.6,yes,no,
WhoMadeWho - Satisfaction.mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,0.40,-2.37,-2.77,-3.8,yes,no,
Why_ - Sanddollars.mp3,processed,29.99,29.00,-0.99,-10.9,-15.8,-4.9,0.26,-4.09,-4.36,-4.9,yes,no,
Why_ - Sick 2 Think.mp3,processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,-0.12,-1.13,-1.01,-1.6,yes,no,
Why_ - You'll Know Where Your Plane Is... (Part 4).mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.51,-1.34,-0.83,-1.2,yes,no,
"Wiener Sängerknaben - Requiem Mass in D Minor, K. 626_ VIII. Lacrimosa dies illae.mp3",processed,29.99,29.00,-0.99,-25.6,-18.2,7.4,-8.43,-1.01,7.42,7.4,yes,no,
Wild Horses - Let It Bleed.mp3,processed,29.99,29.00,-0.99,-16.8,-17.6,-0.9,-0.14,-1.08,-0.94,-0.9,yes,no,
Wild Horses - Mother's Little Helper.mp3,processed,29.99,29.00,-0.99,-15.3,-15.8,-0.5,-0.88,-1.08,-0.21,-0.5,yes,no,
Will Ackerman - A Movie Of A Placid Lake On A Moonless Night In September - Reprise.mp3,processed,29.99,29.00,-0.99,-33.1,-18.8,14.3,-15.17,-1.05,14.11,14.3,yes,no,
Will Ackerman - A Movie Of A Placid Lake On A Moonless Night in September.mp3,processed,29.99,29.00,-0.99,-28.2,-17.6,10.6,-11.32,-0.88,10.44,10.6,yes,no,
Will To Will - Take Me To Paradise (Nicky Scanni's Garage Mix).mp3,processed,29.99,29.00,-0.99,-23.9,-21.7,2.2,-3.34,-0.81,2.54,2.2,yes,no,
"William Christie - Couperin, F_ 4 versets du motet_ II. Ignitum eloquium.mp3",processed,29.99,29.00,-0.99,-26.7,-19.8,6.9,-7.72,-0.97,6.75,6.9,yes,no,
William Coulter - Shrivasta.mp3,processed,29.99,29.00,-0.99,-15.7,-15.9,-0.3,-0.75,-0.89,-0.14,-0.3,yes,no,
William Coulter - The Painter And The Magician.mp3,processed,29.99,29.00,-0.99,-18.2,-17.9,0.3,-1.27,-0.97,0.29,0.3,yes,no,
William Goldstein - Bartholdi's Dream.mp3,processed,29.99,29.00,-0.99,-34.3,-16.5,17.9,-18.98,-0.91,18.06,17.9,yes,no,
William Goldstein - French Suite_ A Paris Thing (Re-Recorded and Remastered).mp3,processed,29.99,29.00,-0.99,-32.0,-16.5,15.5,-16.53,-0.99,15.54,15.5,yes,no,
